Metric,Avg,Min,Max,Unit
FLOPs (Total),0.0,0.0,0.0,Ops per wave
IOPs (Total),1088.0,1088.0,1088.0,Ops per wave
F16 OPs,0.0,0.0,0.0,Ops per wave
BF16 OPs,0.0,0.0,0.0,Ops per wave
F32 OPs,0.0,0.0,0.0,Ops per wave
F64 OPs,0.0,0.0,0.0,Ops per wave
INT8 OPs,0.0,0.0,0.0,Ops per wave
