Metric,Avg,Min,Max,Unit
LDS Instrs,0.0,0.0,0.0,Instr per wave
Theoretical Bandwidth,0.0,0.0,0.0,Bytes per wave
LDS Latency,,,,Cycles
Bank Conflicts/Access,,,,Conflicts/access
Index Accesses,0.0,0.0,0.0,Cycles per wave
Atomic Return Cycles,0.0,0.0,0.0,Cycles per wave
Bank Conflict,0.0,0.0,0.0,Cycles per wave
Addr Conflict,0.0,0.0,0.0,Cycles per wave
Unaligned Stall,0.0,0.0,0.0,Cycles per wave
Mem Violations,0.0,0.0,0.0,Accesses per wave
