Metric,Avg,Min,Max,Unit
Accelerator Utilization,100.0,100.0,100.0,Pct
Scheduler-Pipe Utilization,13.38,13.38,13.38,Pct
Workgroup Manager Utilization,56.56,56.56,56.56,Pct
Shader Engine Utilization,45.99,45.99,45.99,Pct
SIMD Utilization,42.86,42.86,42.86,Pct
Dispatched Workgroups,1024.0,1024.0,1024.0,Workgroups
Dispatched Wavefronts,16384.0,16384.0,16384.0,Wavefronts
VGPR Writes,4.0,4.0,4.0,Cycles/wave
SGPR Writes,2.0,2.0,2.0,Cycles/wave
