Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
1,"memcpy_coalesced(float*, float const*, int) [clone .kd]",1,0,2,3203368,3203368,65536,256,0,0,4,4,16,64,0x0,0x7fdf80460880,2525411626924784,2525411627077150,2525411627080796,2525411627107595
