Metric,Avg,Min,Max,Unit
Accelerator Utilization,100.0,100.0,100.0,Pct
Scheduler-Pipe Utilization,7.41,7.41,7.41,Pct
Workgroup Manager Utilization,34.17,34.17,34.17,Pct
Shader Engine Utilization,24.02,24.02,24.02,Pct
SIMD Utilization,17.34,17.34,17.34,Pct
Dispatched Workgroups,256.0,256.0,256.0,Workgroups
Dispatched Wavefronts,1024.0,1024.0,1024.0,Wavefronts
VGPR Writes,4.0,4.0,4.0,Cycles/wave
SGPR Writes,2.0,2.0,2.0,Cycles/wave
