Metric,Avg,Min,Max,Unit
Kernel Time (Nanosec),3646.0,3646.0,3646.0,Ns
Kernel Time (Cycles),13838.88,13838.88,13838.88,Cycle
Instructions per wavefront,19.0,19.0,19.0,Instr/wavefront
Wave Cycles,3064.65,3064.65,3064.65,Cycles per wave
Dependency Wait Cycles,2813.66,2813.66,2813.66,Cycles per wave
Issue Wait Cycles,7.63,7.63,7.63,Cycles per wave
Active Cycles,64.0,64.0,64.0,Cycles per wave
Wavefront Occupancy,228.45,228.45,228.45,Wavefronts
