device,HBMBw,HBMBwLow,hbmBwHigh,MALLBw,MALLBwLow,MALLBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP8Flops,FP8FlopsLow,FP8FlopsHigh,FP16Flops,FP16FlopsLow,FP16FlopsHigh,BF16Flops,BF16FlopsLow,BF16FlopsHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,I8Ops,I8OpsLow,I8OpsHigh,I32Ops,I32OpsLow,I32OpsHigh,I64Ops,I64OpsLow,I64OpsHigh,MFMAF8Flops,MFMAF8FlopsLow,MFMAF8FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAI8OpsLow,MFMAI8OpsHigh
0,4171.5005,4169.459,4173.542,6358.2261,6355.2104,6361.2417,25766.176,25757.949,25774.402,33427.84,33383.84,33471.84,75082.133,75015.445,75148.82,81687.398,81645.852,81728.945,39214.57,39202.285,39226.855,5663.0186,5661.1909,5664.8462,128882.92,128638.9,129126.95,105439.15,105172.34,105705.96,81233.648,81203.82,81263.477,70690.047,70591.688,70788.406,19412.061,19397.777,19426.344,1886947,1884852.4,1889041.6,926342.38,925689.19,926995.56,520033,519602.72,520463.28,138568.11,138357.73,138778.48,142950.53,142849.44,143051.62,985312.94,984345.19,986280.69
