workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_series,gpu_model,gpu_arch,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,chip_id,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,hbm_bw,num_xcd
high_profile,./high.out,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF|roofline,Thu 16 Oct 2025 07:37:41 PM  (CDT),3,k002-004-v3.hpcfund,AMD EPYC 9684X 96-Core Processor,EDK IIedk2-20241117-2.el9,Rocky Linux 9.6 (Blue Onyx),5.14.0-503.38.1.el9_5.x86_64,,245247356,,6.4.1-83,113-M3000100-103,SPX,NPS1,MI300,MI300X_A1,gfx942,32,4096,304,4,32,64,1024,29857,32,2100,1300,2100,1300,128,32,160,4,5324.8,8
