Metric,Avg,Min,Max,Unit
FLOPs (Total),8.0,8.0,8.0,Ops per wave
IOPs (Total),416.0,416.0,416.0,Ops per wave
F16 OPs,0.0,0.0,0.0,Ops per wave
BF16 OPs,0.0,0.0,0.0,Ops per wave
F32 OPs,8.0,8.0,8.0,Ops per wave
F64 OPs,0.0,0.0,0.0,Ops per wave
INT8 OPs,0.0,0.0,0.0,Ops per wave
