Metric,Avg,Min,Max,Unit
FLOPs (Total),6400.0,6400.0,6400.0,Ops per wave
IOPs (Total),384.0,384.0,384.0,Ops per wave
F16 OPs,0.0,0.0,0.0,Ops per wave
BF16 OPs,0.0,0.0,0.0,Ops per wave
F32 OPs,6400.0,6400.0,6400.0,Ops per wave
F64 OPs,0.0,0.0,0.0,Ops per wave
INT8 OPs,0.0,0.0,0.0,Ops per wave
