Metric,Avg,Min,Max,Unit
CPF Utilization,100.0,100.0,100.0,Pct
CPF Stall,0.0,0.0,0.0,Pct
CPF-L2 Utilization,6.56,6.56,6.56,Pct
CPF-L2 Stall,0.0,0.0,0.0,Pct
CPF-UTCL1 Stall,0.0,0.0,0.0,Pct
