device,HBMBw,HBMBwLow,hbmBwHigh,MALLBw,MALLBwLow,MALLBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP8Flops,FP8FlopsLow,FP8FlopsHigh,FP16Flops,FP16FlopsLow,FP16FlopsHigh,BF16Flops,BF16FlopsLow,BF16FlopsHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,I8Ops,I8OpsLow,I8OpsHigh,I32Ops,I32OpsLow,I32OpsHigh,I64Ops,I64OpsLow,I64OpsHigh,MFMAF8Flops,MFMAF8FlopsLow,MFMAF8FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAI8OpsLow,MFMAI8OpsHigh
0,4171.5654,4169.2847,4173.8462,6378.4702,6375.3691,6381.5713,25657.037,25649.703,25664.371,33322.613,33284.461,33360.766,61462.391,61417.152,61507.629,81419.922,81380.406,81459.438,39153.516,39141.758,39165.273,5645.9434,5644.145,5647.7417,128504.85,128259.12,128750.59,104828.03,104518.87,105137.2,81072.281,81033.281,81111.281,70774.734,70704.07,70845.398,19402.469,19382.428,19422.51,1882802.8,1880005.4,1885600.1,924567.25,923883.62,925250.88,519302,518858.47,519745.53,139462.17,139394.02,139530.33,142685.42,142573.8,142797.05,983540.38,982648.69,984432.06
