device,HBMBw,HBMBwLow,hbmBwHigh,MALLBw,MALLBwLow,MALLBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP8Flops,FP8FlopsLow,FP8FlopsHigh,FP16Flops,FP16FlopsLow,FP16FlopsHigh,BF16Flops,BF16FlopsLow,BF16FlopsHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,I8Ops,I8OpsLow,I8OpsHigh,I32Ops,I32OpsLow,I32OpsHigh,I64Ops,I64OpsLow,I64OpsHigh,MFMAF8Flops,MFMAF8FlopsLow,MFMAF8FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAI8OpsLow,MFMAI8OpsHigh
0,4170.3008,4168.3481,4172.2534,6370.6411,6367.2466,6374.0356,25823.898,25815.113,25832.684,33484.781,33456.043,33513.52,61451.57,61423.176,61479.965,81829.742,81795.008,81864.477,39268.625,39254.199,39283.051,5667.5781,5665.7349,5669.4214,128984,128748.66,129219.34,105011.2,104710.48,105311.93,81305.695,81269.344,81342.047,70905.484,70829.836,70981.133,19418.1,19406.533,19429.666,1886517.6,1883938.6,1889096.6,926777.25,926147,927407.5,520412.41,520003,520821.81,139737.92,139668.55,139807.3,143285.98,143152.39,143419.58,986009.81,984862.88,987156.75
