Metric,Avg,Min,Max,Unit
FLOPs (Total),128.0,128.0,128.0,Ops per wave
IOPs (Total),1152.0,1152.0,1152.0,Ops per wave
F16 OPs,0.0,0.0,0.0,Ops per wave
BF16 OPs,0.0,0.0,0.0,Ops per wave
F32 OPs,128.0,128.0,128.0,Ops per wave
F64 OPs,0.0,0.0,0.0,Ops per wave
INT8 OPs,0.0,0.0,0.0,Ops per wave
