Metric,Avg,Min,Max,Unit
Kernel Time (Nanosec),5889.0,5889.0,5889.0,Ns
Kernel Time (Cycles),16456.5,16456.5,16456.5,Cycle
Instructions per wavefront,44.0,44.0,44.0,Instr/wavefront
Wave Cycles,4151.29,4151.29,4151.29,Cycles per wave
Dependency Wait Cycles,4097.16,4097.16,4097.16,Cycles per wave
Issue Wait Cycles,8.18,8.18,8.18,Cycles per wave
Active Cycles,168.0,168.0,168.0,Cycles per wave
Wavefront Occupancy,259.6,259.6,259.6,Wavefronts
