Metric,Avg,Min,Max,Unit
Accelerator Utilization,100.0,100.0,100.0,Pct
Scheduler-Pipe Utilization,9.2,9.2,9.2,Pct
Workgroup Manager Utilization,40.73,40.73,40.73,Pct
Shader Engine Utilization,28.09,28.09,28.09,Pct
SIMD Utilization,26.6,26.6,26.6,Pct
Dispatched Workgroups,256.0,256.0,256.0,Workgroups
Dispatched Wavefronts,1024.0,1024.0,1024.0,Wavefronts
VGPR Writes,4.0,4.0,4.0,Cycles/wave
SGPR Writes,2.0,2.0,2.0,Cycles/wave
