Metric,Avg,Min,Max,Unit
IPC,0.03,0.03,0.03,Instr/cycle
IPC (Issued),0.93,0.93,0.93,Instr/cycle
SALU Utilization,0.16,0.16,0.16,Pct
VALU Utilization,0.61,0.61,0.61,Pct
VMEM Utilization,0.04,0.04,0.04,Pct
Branch Utilization,0.04,0.04,0.04,Pct
VALU Active Threads,64.0,64.0,64.0,Threads
MFMA Utilization,0.0,0.0,0.0,Pct
MFMA Instr Cycles,,,,Cycles/instr
VMEM Latency,1646.81,1646.81,1646.81,Cycles
SMEM Latency,396.34,396.34,396.34,Cycles
